學年度,學校,體系別,設立別,學校,代碼,學校名稱,領域代碼/名稱,學門代碼/名稱,學類代碼/名稱,系學類代碼/名稱,科系代碼,科系名稱,日間/進修別,等級別,學生數總計,男學生數,女學生數
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系學校行政教師碩士在職專班,N 職,M 碩士,2,2,-
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111088,科學—科技—工程—數學整合教育國際博士學位學程,D 日,D 博士,2,1,1
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113018,特殊教育學系,D 日,D 博士,31,11,20
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113018,特殊教育學系,D 日,M 碩士,68,17,51
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113018,特殊教育學系,D 日,B 學士,170,40,130
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113018,特殊教育學系,N 職,M 碩士,84,15,69
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113018,特殊教育學系身心障礙特教教學碩士在職專班,N 職,M 碩士,2,-,2
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01114 教育行政細學類,01114019,教育政策與行政研究所,D 日,M 碩士,50,13,37
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115002,課程與教學研究所,D 日,D 博士,34,14,20
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115002,課程與教學研究所,D 日,M 碩士,48,10,38
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115006,科學教育研究所,D 日,D 博士,27,14,13
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115006,科學教育研究所,D 日,M 碩士,59,33,26
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01116 教育科技細學類,01116014,資訊教育研究所,D 日,D 博士,24,9,15
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01116 教育科技細學類,01116014,資訊教育研究所,D 日,M 碩士,71,27,44
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01116 教育科技細學類,01116079,學習科學學士學位學程,D 日,B 學士,71,33,38
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0111 教育學學類,01118 技職教育細學類,01118010,工業教育學系,D 日,M 碩士,88,59,29
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131004,公民教育與活動領導學系,D 日,D 博士,49,24,25
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131004,公民教育與活動領導學系,D 日,M 碩士,74,24,50
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131004,公民教育與活動領導學系,D 日,B 學士,363,144,219
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131004,公民教育與活動領導學系活動領導碩士在職專班,N 職,M 碩士,48,15,33
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131004,公民教育與活動領導學系學生事務碩士在職專班,N 職,M 碩士,36,13,23
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131009,社會教育學系,D 日,D 博士,33,8,25
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131009,社會教育學系,D 日,M 碩士,79,15,64
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131009,社會教育學系,D 日,B 學士,228,53,175
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131009,社會教育學系社會教育與文化行政碩士在職專班,N 職,M 碩士,46,4,42
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131017,健康促進與衛生教育學系,D 日,M 碩士,67,21,46
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131017,健康促進與衛生教育學系,D 日,B 學士,179,48,131
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141007,人類發展與家庭學系,D 日,D 博士,32,3,29
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141007,人類發展與家庭學系,D 日,M 碩士,72,8,64
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141007,人類發展與家庭學系,D 日,B 學士,293,39,254
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141007,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,1,-,1
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141010,工業教育學系,D 日,D 博士,33,20,13
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141010,工業教育學系,D 日,B 學士,125,114,11
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141010,工業教育學系技職教育行政碩士在職專班,N 職,M 碩士,34,16,18
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141010,工業教育學系技職教育數位碩士在職專班,N 職,M 碩士,25,15,10
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141010,工業教育學系科技應用管理碩士在職專班,N 職,M 碩士,52,28,24
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141013,環境教育研究所,D 日,D 博士,23,13,10
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141013,環境教育研究所,D 日,M 碩士,49,21,28
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141017,健康促進與衛生教育學系,D 日,D 博士,54,25,29
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141017,健康促進與衛生教育學系健康促進與衛生教育碩士在職專班,N 職,M 碩士,103,12,91
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141087,體育與運動科學系,D 日,D 博士,114,66,48
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141087,體育與運動科學系,D 日,M 碩士,157,92,65
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141087,體育與運動科學系,D 日,B 學士,261,157,104
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141087,體育與運動科學系運動科學碩士在職專班,N 職,M 碩士,33,18,15
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141087,體育與運動科學系體育行政教師碩士在職專班,N 職,M 碩士,13,9,4
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199021,教育學院學士班,D 日,B 學士,46,8,38
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199021,教育學院創造力發展碩士在職專班,N 職,M 碩士,102,15,87
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199022,科技應用與人力資源發展學系,D 日,D 博士,40,23,17
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199022,科技應用與人力資源發展學系,D 日,M 碩士,81,29,52
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199022,科技應用與人力資源發展學系,D 日,B 學士,256,139,117
111,一般,公立,0004,國立臺灣師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199022,科技應用與人力資源發展學系人力資源發展碩士在職專班,N 職,M 碩士,85,17,68
111,一般,公立,0005,國立成功大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111103,教育研究所,D 日,D 博士,31,14,17
111,一般,公立,0005,國立成功大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111103,教育研究所,D 日,M 碩士,61,13,48
111,一般,公立,0006,國立中興大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教師專業發展研究所,D 日,M 碩士,34,10,24
111,一般,公立,0007,國立陽明交通大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育研究所,D 日,D 博士,32,10,22
111,一般,公立,0007,國立陽明交通大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育研究所,D 日,M 碩士,79,21,58
111,一般,公立,0007,國立陽明交通大學,01 教育領域,011 教育學門,0113 普通科目師資教育學類,01131 普通科目師資教育細學類,01131002,英語教學研究所,D 日,M 碩士,31,7,24
111,一般,公立,0008,國立中央大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115001,學習與教學研究所,D 日,D 博士,26,5,21
111,一般,公立,0008,國立中央大學,01 教育領域,011 教育學門,0111 教育學學類,01115 課程與教學細學類,01115001,學習與教學研究所,D 日,M 碩士,34,8,26
111,一般,公立,0009,國立中山大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育研究所,D 日,D 博士,50,17,33
111,一般,公立,0009,國立中山大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育研究所,D 日,M 碩士,36,11,25
111,一般,公立,0009,國立中山大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育研究所,N 職,M 碩士,61,16,45
111,一般,公立,0009,國立中山大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111072,教育與人類發展研究全英語博士學位學程,D 日,D 博士,19,6,13
111,一般,公立,0009,國立中山大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111072,教育與人類發展研究全英語碩士學位學程,D 日,M 碩士,9,1,8
111,一般,公立,0012,國立臺灣海洋大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所,D 日,M 碩士,62,26,36
111,一般,公立,0012,國立臺灣海洋大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所,N 職,M 碩士,95,19,76
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學研究所教育學博士班,D 日,D 博士,33,20,13
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學研究所課程博士班,D 日,D 博士,27,14,13
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學研究所課程與教學碩士班,D 日,M 碩士,22,14,8
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學研究所教育學碩士班,D 日,M 碩士,26,4,22
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學研究所教育學碩士在職專班,N 職,M 碩士,93,15,78
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112005,成人及繼續教育學系,D 日,D 博士,40,13,27
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112005,成人及繼續教育學系,D 日,M 碩士,44,10,34
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112005,成人及繼續教育學系高齡者教育碩士班,D 日,M 碩士,42,10,32
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112005,成人及繼續教育學系,D 日,B 學士,111,35,76
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112005,成人及繼續教育學系,N 職,M 碩士,94,11,83
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01114 教育行政細學類,01114007,教育領導與管理發展國際博士學位學程,D 日,D 博士,9,2,7
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01114 教育行政細學類,01114007,教育領導與管理發展國際碩士學位學程,D 日,M 碩士,20,8,12
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01114 教育行政細學類,01114081,教育專業與學校領導數位學習碩士在職專班,N 職,M 碩士,4,2,2
111,一般,公立,0013,國立中正大學,01 教育領域,011 教育學門,0111 教育學學類,01116 教育科技細學類,01116008,教學專業發展數位學習碩士在職專班,N 職,M 碩士,84,13,71
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系,D 日,D 博士,84,34,50
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系,D 日,M 碩士,62,19,43
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系,D 日,B 學士,157,53,104
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系生命教育碩士在職專班,N 職,M 碩士,83,8,75
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系課程與教學碩士班(夜間班),N 職,M 碩士,43,3,40
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111001,教育學系學校行政領導碩士班,N 職,M 碩士,11,4,7
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111059,運動與健康現役軍人營區碩士在職專班,N 職,M 碩士,3,3,-
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112009,成人教育研究所,D 日,D 博士,65,32,33
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112009,成人教育研究所,D 日,M 碩士,60,9,51
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01112 成人教育細學類,01112009,成人教育研究所組織發展與領導碩士在職專班(夜間班),N 職,M 碩士,63,27,36
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113010,特殊教育學系特殊教育博士班,D 日,D 博士,28,13,15
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113010,特殊教育學系特殊教育碩士班,D 日,M 碩士,35,7,28
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113010,特殊教育學系聽力學與語言治療碩士班,D 日,M 碩士,51,7,44
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113010,特殊教育學系,D 日,B 學士,151,35,116
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01113 特殊教育細學類,01113010,特殊教育學系特殊教育教學碩士班,N 職,M 碩士,16,4,12
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0111 教育學學類,01114 教育行政細學類,01114054,高階教育經營與行政管理馬來西亞境外碩士在職專班,N 職,M 碩士,28,13,15
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141003,工業科技教育學系,D 日,D 博士,34,22,12
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141003,工業科技教育學系,D 日,M 碩士,35,16,19
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141003,工業科技教育學系,D 日,B 學士,155,111,44
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141003,工業科技教育學系工業(生活)科技教學碩士班(暑期班),N 職,M 碩士,83,27,56
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141003,工業科技教育學系科技教育碩士在職專班,N 職,M 碩士,44,27,17
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141005,體育學系,D 日,M 碩士,65,39,26
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141005,體育學系,D 日,B 學士,211,138,73
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141005,體育學系體育教學碩士班(夜間班),N 職,M 碩士,4,3,1
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141005,體育學系體育碩士在職專班(週末班),N 職,M 碩士,74,45,29
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141006,科學教育暨環境教育研究所科學教育博士班,D 日,D 博士,48,28,20
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141006,科學教育暨環境教育研究所,D 日,M 碩士,71,36,35
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0114 專業科目師資教育學類,01141 專業科目師資教育細學類,01141006,科學教育暨環境教育研究所碩士在職現役軍人營區專班,N 職,M 碩士,32,26,6
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199011,性別教育博士學位學程,D 日,D 博士,23,6,17
111,一般,公立,0014,國立高雄師範大學,01 教育領域,011 教育學門,0119 其他教育學類,01199 其他教育細學類,01199011,性別教育研究所,D 日,M 碩士,48,14,34
111,一般,公立,0015,國立彰化師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所,D 日,D 博士,32,16,16
111,一般,公立,0015,國立彰化師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所,D 日,M 碩士,63,20,43
111,一般,公立,0015,國立彰化師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所教育創新與人力發展碩士在職專班,N 職,M 碩士,69,19,50
111,一般,公立,0015,國立彰化師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所教育與學校行政碩士學位班,N 職,M 碩士,4,2,2
111,一般,公立,0015,國立彰化師範大學,01 教育領域,011 教育學門,0111 教育學學類,01111 綜合教育細學類,01111002,教育研究所教育學回流碩士在職專班,N 職,M 碩士,42,12,30
